airline,source,destination,duration,total_stops,additional_info,price,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year
Air India,banglore,new delhi,895,1,no info,6781,8,15,3,3,2019
Jet Airways,banglore,new delhi,1005,1,in-flight meal not included,7832,18,40,21,3,2019
Jet Airways,delhi,cochin,1610,1,in-flight meal not included,14053,16,0,9,3,2019
Jet Airways,kolkata,banglore,800,1,in-flight meal not included,10703,20,25,9,5,2019
Multiple Carriers,delhi,cochin,480,1,no info,13727,17,30,15,5,2019
Multiple Carriers,delhi,cochin,480,1,no info,7408,13,0,24,6,2019
Jet Airways,banglore,new delhi,1280,1,no info,20800,14,5,1,3,2019
Air India,delhi,cochin,1100,2,no info,11911,13,20,3,6,2019
Vistara,banglore,delhi,160,0,no info,5403,7,0,3,4,2019
Jet Airways,kolkata,banglore,575,1,in-flight meal not included,13469,9,35,6,6,2019
Jet Airways,delhi,cochin,910,2,in-flight meal not included,11270,21,25,6,6,2019
Air Asia,delhi,cochin,590,1,no info,6152,20,45,24,6,2019
Jet Airways,delhi,cochin,1225,1,no info,12452,8,0,27,3,2019
Jet Airways,kolkata,banglore,1430,1,in-flight meal not included,10844,16,30,15,5,2019
Indigo,delhi,cochin,635,1,no info,8216,11,55,18,5,2019
Jet Airways,kolkata,banglore,800,1,no info,13626,6,30,12,6,2019
Multiple Carriers,delhi,cochin,855,2,no info,7084,7,5,6,3,2019
Multiple Carriers,delhi,cochin,860,1,no info,7575,4,55,9,5,2019
Air India,banglore,new delhi,1475,1,no info,6781,8,15,3,3,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,6478,7,10,6,6,2019
Spicejet,mumbai,hyderabad,80,0,no check-in baggage included,2385,5,45,15,3,2019
Multiple Carriers,delhi,cochin,480,1,no info,9385,13,0,18,5,2019
Goair,banglore,delhi,175,0,no info,5048,7,45,18,4,2019
Indigo,delhi,cochin,305,1,no info,5058,20,25,12,6,2019
Multiple Carriers,delhi,cochin,440,1,no info,11269,6,0,21,3,2019
Multiple Carriers,delhi,cochin,390,1,no info,7363,19,0,9,4,2019
Jet Airways,delhi,cochin,800,1,no info,15764,15,5,6,3,2019
Jet Airways,delhi,cochin,1105,1,in-flight meal not included,10262,10,0,12,6,2019
Jet Airways,delhi,cochin,1320,2,in-flight meal not included,10919,14,35,3,6,2019
Jet Airways,delhi,cochin,1530,1,in-flight meal not included,10262,17,30,15,6,2019
Air India,kolkata,banglore,1045,2,no info,11883,5,50,6,5,2019
Spicejet,kolkata,banglore,140,0,no info,3847,22,20,21,3,2019
Jet Airways,mumbai,hyderabad,90,0,no info,5678,19,35,12,6,2019
Vistara,kolkata,banglore,930,1,no info,8662,7,10,12,5,2019
Jet Airways,delhi,cochin,865,1,in-flight meal not included,12898,14,0,27,5,2019
Spicejet,banglore,delhi,175,0,no info,4423,21,10,12,5,2019
Air India,delhi,cochin,875,1,no info,8991,17,40,12,6,2019
Spicejet,delhi,cochin,295,1,no info,5409,17,55,15,5,2019
Indigo,delhi,cochin,455,1,no info,6442,8,35,27,4,2019
Air India,kolkata,banglore,590,2,no info,9941,12,0,24,5,2019
Indigo,delhi,cochin,880,2,no info,6494,6,40,21,3,2019
Multiple Carriers,delhi,cochin,510,1,no info,7198,17,0,24,6,2019
Spicejet,banglore,new delhi,170,0,no info,7110,5,45,9,3,2019
Jet Airways,banglore,new delhi,875,1,in-flight meal not included,11087,18,55,12,3,2019
Indigo,kolkata,banglore,155,0,no info,4804,20,20,9,5,2019
Indigo,banglore,delhi,175,0,no info,4823,7,10,15,6,2019
Jet Airways,kolkata,banglore,575,1,no info,14151,9,35,12,5,2019
Multiple Carriers,delhi,cochin,780,1,in-flight meal not included,10791,6,0,27,6,2019
Vistara,kolkata,banglore,1555,1,no info,7980,7,10,1,4,2019
Air India,delhi,cochin,1535,1,no info,6587,5,15,27,4,2019
Vistara,chennai,kolkata,135,0,no info,3687,7,5,6,5,2019
Air India,delhi,cochin,1470,2,no info,13307,18,45,15,5,2019
Air India,mumbai,hyderabad,85,0,no info,2050,15,0,24,3,2019
Multiple Carriers,delhi,cochin,600,1,no info,10197,9,0,9,5,2019
Vistara,banglore,delhi,170,0,no info,4668,21,0,24,6,2019
Indigo,banglore,delhi,170,0,no info,4990,13,0,24,5,2019
Indigo,mumbai,hyderabad,90,0,no info,4049,6,25,24,5,2019
Multiple Carriers,delhi,cochin,720,1,no info,7933,9,0,15,6,2019
Indigo,mumbai,hyderabad,90,0,no info,4049,9,10,6,5,2019
Jet Airways,delhi,cochin,1280,1,in-flight meal not included,6645,7,5,27,3,2019
Jet Airways,mumbai,hyderabad,90,0,no info,8040,8,45,18,6,2019
Multiple Carriers,delhi,cochin,755,1,no info,8098,13,0,21,3,2019
Jet Airways,delhi,cochin,1005,1,in-flight meal not included,10262,2,15,3,6,2019
Jet Airways,banglore,new delhi,780,1,no info,12284,18,40,18,3,2019
Jet Airways,delhi,cochin,1680,1,in-flight meal not included,10262,15,0,3,6,2019
Indigo,banglore,delhi,170,0,no info,4990,20,0,12,4,2019
Air India,banglore,new delhi,1030,2,no info,12568,17,25,18,3,2019
Jet Airways,kolkata,banglore,570,1,in-flight meal not included,11841,14,5,6,5,2019
Jet Airways,delhi,cochin,620,1,no info,18371,2,15,15,6,2019
Spicejet,banglore,new delhi,475,1,no info,23267,10,20,1,3,2019
Jet Airways,kolkata,banglore,840,1,no info,13067,9,35,1,5,2019
Indigo,chennai,kolkata,140,0,no info,5277,22,5,21,6,2019
Air India,delhi,cochin,865,2,no info,13879,17,15,27,5,2019
Indigo,kolkata,banglore,155,0,no info,4174,17,15,9,4,2019
Air India,delhi,cochin,1410,2,no info,10178,19,45,9,5,2019
Jet Airways,delhi,cochin,1000,2,no info,13882,11,45,12,6,2019
Vistara,banglore,delhi,165,0,no info,4878,19,30,21,5,2019
Vistara,banglore,delhi,170,0,no info,4668,9,45,27,6,2019
Jet Airways,kolkata,banglore,1595,1,in-flight meal not included,10844,20,0,21,5,2019
Multiple Carriers,delhi,cochin,735,1,no info,7005,8,45,27,6,2019
Jet Airways,delhi,cochin,620,1,in-flight meal not included,12898,2,15,21,5,2019
Air India,delhi,cochin,925,1,no info,9929,3,50,15,6,2019
Jet Airways,delhi,cochin,540,1,no info,14714,10,0,1,6,2019
Air India,delhi,cochin,170,0,no info,6094,5,10,21,4,2019
Jet Airways,banglore,new delhi,680,1,no info,16736,11,40,6,3,2019
Jet Airways,banglore,delhi,175,0,no info,7229,11,10,3,4,2019
Multiple Carriers,delhi,cochin,460,1,no info,8882,4,55,18,5,2019
Multiple Carriers,delhi,cochin,660,1,no info,10197,8,0,9,5,2019
Indigo,kolkata,banglore,155,0,no info,4804,20,20,12,5,2019
Indigo,delhi,cochin,350,1,no info,13628,7,30,3,3,2019
Vistara,delhi,cochin,190,0,no info,6216,14,40,27,5,2019
Air India,delhi,cochin,1535,1,no info,7480,5,15,21,5,2019
Air India,kolkata,banglore,375,1,no info,11936,10,0,12,6,2019
Spicejet,chennai,kolkata,135,0,no info,3859,8,20,18,3,2019
Jet Airways,kolkata,banglore,845,1,in-flight meal not included,8586,20,0,12,5,2019
Vistara,banglore,new delhi,175,0,no info,21730,21,10,1,3,2019
Indigo,delhi,cochin,500,1,no info,6628,17,10,1,6,2019
Air India,kolkata,banglore,1195,2,no info,10151,12,0,1,5,2019
Jet Airways,kolkata,banglore,1285,1,no info,11467,17,0,21,5,2019
Indigo,delhi,cochin,295,1,no info,7010,5,10,15,6,2019
Jet Airways,banglore,delhi,180,0,no info,7229,17,45,3,4,2019
Indigo,banglore,new delhi,180,0,no info,8033,13,10,9,3,2019
Jet Airways,banglore,delhi,175,0,no info,7229,11,10,18,5,2019
Indigo,kolkata,banglore,315,1,no info,6911,21,0,9,6,2019
Jet Airways,delhi,cochin,1380,2,no info,14300,20,0,27,6,2019
Air India,kolkata,banglore,1100,2,no info,13033,7,0,9,6,2019
Indigo,banglore,delhi,170,0,no info,3943,4,0,24,5,2019
Spicejet,banglore,new delhi,175,0,no info,6205,9,35,9,3,2019
Indigo,delhi,cochin,570,1,no info,14871,11,30,6,3,2019
Jet Airways,mumbai,hyderabad,85,0,no info,5678,2,55,18,5,2019
Multiple Carriers,delhi,cochin,465,1,no info,16108,11,30,1,6,2019
Jet Airways,banglore,new delhi,775,1,no info,17261,20,35,6,3,2019
Spicejet,banglore,delhi,160,0,no info,3311,5,55,12,5,2019
Indigo,kolkata,banglore,155,0,no info,4174,11,30,12,4,2019
Indigo,banglore,delhi,170,0,no info,4823,16,55,9,6,2019
Air India,banglore,new delhi,920,1,no info,8425,22,0,9,3,2019
Jet Airways,banglore,delhi,175,0,no info,7229,11,10,15,5,2019
Goair,delhi,cochin,540,1,no info,5281,10,35,9,6,2019
Jet Airways,delhi,cochin,1225,1,no info,17549,8,0,9,3,2019
Multiple Carriers,delhi,cochin,780,1,no info,13797,8,0,3,6,2019
Indigo,banglore,delhi,170,0,no info,4823,8,30,12,4,2019
Air India,delhi,cochin,955,1,no info,7258,17,40,3,6,2019
Multiple Carriers,delhi,cochin,765,1,no info,18192,12,50,3,3,2019
Air India,kolkata,banglore,1165,2,no info,13899,10,0,1,5,2019
Jet Airways,kolkata,banglore,400,1,in-flight meal not included,10844,14,5,9,5,2019
Jet Airways,kolkata,banglore,1450,1,no info,14151,9,35,12,5,2019
Multiple Carriers,delhi,cochin,620,1,no info,15147,15,15,6,3,2019
Goair,banglore,delhi,175,0,no info,3898,7,45,15,6,2019
Indigo,delhi,cochin,665,1,no info,6818,5,5,15,5,2019
Jet Airways,kolkata,banglore,1170,1,no info,14781,16,30,15,5,2019
Air Asia,kolkata,banglore,500,2,no info,5192,15,10,21,5,2019
Jet Airways,delhi,cochin,425,2,no info,14441,5,30,27,6,2019
Jet Airways,kolkata,banglore,1480,1,no info,14151,20,25,24,5,2019
Indigo,kolkata,banglore,220,1,no info,4226,19,35,18,5,2019
Air India,delhi,cochin,1380,2,no info,13381,20,15,27,5,2019
Multiple Carriers,delhi,cochin,845,1,no info,10678,4,55,15,6,2019
Jet Airways,delhi,cochin,440,1,no info,12242,11,30,27,3,2019
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,4995,2,55,21,6,2019
Jet Airways,delhi,cochin,450,1,in-flight meal not included,10262,20,55,1,6,2019
Spicejet,kolkata,banglore,140,0,no check-in baggage included,3841,22,20,15,4,2019
Jet Airways,kolkata,banglore,960,1,in-flight meal not included,9663,20,0,9,5,2019
Indigo,kolkata,banglore,155,0,no info,5224,11,30,18,4,2019
Multiple Carriers,delhi,cochin,730,1,no info,14533,7,5,18,5,2019
Spicejet,mumbai,hyderabad,90,0,no info,2017,22,45,24,5,2019
Jet Airways,banglore,delhi,185,0,in-flight meal not included,5769,18,55,12,6,2019
Multiple Carriers,delhi,cochin,485,1,no info,11622,10,45,21,3,2019
Indigo,banglore,delhi,175,0,no info,4823,18,55,3,4,2019
Jet Airways,banglore,new delhi,1280,1,in-flight meal not included,7832,14,5,21,3,2019
Multiple Carriers,delhi,cochin,705,1,no info,9001,7,30,24,6,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,12,0,27,6,2019
Jet Airways,banglore,delhi,180,0,no info,7229,7,10,24,5,2019
Indigo,delhi,cochin,280,1,no info,6937,21,5,9,3,2019
Air India,kolkata,banglore,920,2,no info,13033,10,0,6,6,2019
Spicejet,banglore,delhi,160,0,no info,3625,5,55,3,5,2019
Jet Airways,delhi,cochin,1295,2,no info,13292,21,25,27,6,2019
Air India,banglore,new delhi,1525,2,no info,12778,8,50,12,3,2019
Spicejet,kolkata,banglore,150,0,no check-in baggage included,3841,14,55,1,6,2019
Indigo,mumbai,hyderabad,85,0,no info,2227,21,20,18,3,2019
Spicejet,kolkata,banglore,520,1,no info,6171,8,35,9,5,2019
Air India,kolkata,banglore,1195,2,no info,10676,12,0,12,5,2019
Jet Airways,delhi,cochin,1025,2,no info,13014,19,30,24,6,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,2,30,18,3,2019
Air India,delhi,cochin,865,2,no info,8367,17,15,27,3,2019
Jet Airways,delhi,cochin,1570,1,in-flight meal not included,5177,2,15,3,4,2019
Spicejet,kolkata,banglore,150,0,no info,4174,17,10,18,4,2019
Multiple Carriers,delhi,cochin,615,1,no info,9794,8,45,15,5,2019
Multiple Carriers,delhi,cochin,385,1,no info,10486,9,45,27,5,2019
Multiple Carriers,delhi,cochin,675,1,no info,15058,8,0,21,5,2019
Indigo,kolkata,banglore,155,0,no info,4804,22,15,27,4,2019
Jet Airways,delhi,cochin,1665,1,no info,17024,16,0,6,3,2019
Goair,kolkata,banglore,455,1,no info,8855,16,40,12,5,2019
Air India,delhi,cochin,640,1,no info,8372,21,0,9,6,2019
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,4050,2,55,24,6,2019
Jet Airways,banglore,delhi,175,0,no info,7229,11,10,12,5,2019
Spicejet,mumbai,hyderabad,80,0,no check-in baggage included,2385,5,45,18,3,2019
Goair,banglore,delhi,170,0,no info,3898,11,40,24,6,2019
Indigo,banglore,new delhi,165,0,no info,6860,1,30,3,3,2019
Spicejet,delhi,cochin,315,1,no info,6749,6,5,27,5,2019
Air India,kolkata,banglore,525,2,no info,15107,14,30,21,5,2019
Jet Airways,delhi,cochin,1125,2,in-flight meal not included,10368,9,40,15,6,2019
Jet Airways,banglore,new delhi,860,1,in-flight meal not included,7832,7,0,21,3,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,2385,13,15,27,5,2019
Indigo,kolkata,banglore,150,0,no info,4804,14,25,24,6,2019
Air India,delhi,cochin,1595,2,no info,8236,16,40,21,3,2019
Indigo,delhi,cochin,570,1,no info,6416,11,30,27,3,2019
Jet Airways,delhi,cochin,450,1,in-flight meal not included,10262,11,30,9,6,2019
Jet Airways,delhi,cochin,1210,1,no info,14714,22,50,9,6,2019
Spicejet,kolkata,banglore,330,1,no info,7646,15,55,1,4,2019
Air India,delhi,cochin,765,1,no info,7480,20,40,1,6,2019
Vistara,chennai,kolkata,140,0,no info,11982,17,45,27,5,2019
Multiple Carriers,delhi,cochin,520,1,no info,8309,10,35,18,5,2019
Jet Airways,delhi,cochin,425,2,in-flight meal not included,13344,5,30,9,6,2019
Air India,kolkata,banglore,890,1,no info,4227,19,0,1,4,2019
Air India,delhi,cochin,1180,2,no info,9706,12,0,21,3,2019
Spicejet,mumbai,hyderabad,90,0,no info,2017,13,15,6,5,2019
Indigo,delhi,cochin,835,1,no info,6442,8,35,12,6,2019
Jet Airways,banglore,delhi,185,0,no info,8016,18,55,15,6,2019
Indigo,delhi,cochin,320,1,no info,5298,6,50,1,4,2019
Vistara,banglore,delhi,155,0,no info,4878,17,0,21,5,2019
Jet Airways,delhi,cochin,865,1,in-flight meal not included,10262,14,0,24,6,2019
Indigo,kolkata,banglore,300,1,no info,4176,4,50,12,5,2019
Indigo,delhi,cochin,845,1,no info,5883,11,25,15,6,2019
Multiple Carriers,delhi,cochin,540,1,no info,12717,10,0,6,6,2019
Indigo,chennai,kolkata,140,0,no info,3850,7,55,12,5,2019
Indigo,chennai,kolkata,140,0,no info,3597,19,35,27,5,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,2175,13,15,9,5,2019
Air Asia,banglore,delhi,170,0,no info,7080,23,55,12,4,2019
Jet Airways,kolkata,banglore,665,1,in-flight meal not included,8849,21,10,1,4,2019
Jet Airways,kolkata,banglore,685,1,in-flight meal not included,9899,8,25,12,6,2019
Vistara,banglore,delhi,160,0,no info,4878,7,0,15,6,2019
Multiple Carriers,delhi,cochin,705,1,no info,7787,7,30,9,5,2019
Spicejet,chennai,kolkata,140,0,no info,3597,17,45,3,5,2019
Goair,delhi,cochin,540,1,no info,5281,10,35,1,4,2019
Vistara,kolkata,banglore,1350,1,no info,9345,20,20,15,5,2019
Indigo,delhi,cochin,635,1,no info,6442,11,55,24,6,2019
Indigo,delhi,cochin,705,1,no info,6838,9,15,6,6,2019
Spicejet,chennai,kolkata,140,0,no info,3597,17,45,3,6,2019
Spicejet,mumbai,hyderabad,80,0,no info,3173,5,45,21,3,2019
Multiple Carriers,delhi,cochin,435,1,no info,13377,18,15,3,6,2019
Jet Airways,kolkata,banglore,1295,1,in-flight meal not included,9314,20,25,9,5,2019
Multiple Carriers,delhi,cochin,545,1,no info,9856,13,15,9,3,2019
Air India,delhi,cochin,675,1,no info,8372,8,0,21,5,2019
Jet Airways,kolkata,banglore,1400,1,in-flight meal not included,7064,18,55,1,4,2019
Indigo,kolkata,banglore,155,0,no info,4804,22,15,1,5,2019
Jet Airways,delhi,cochin,810,2,in-flight meal not included,13029,5,30,27,5,2019
Indigo,delhi,cochin,490,1,no info,7640,14,20,24,5,2019
Jet Airways,banglore,new delhi,435,1,no info,22270,8,0,1,3,2019
Air India,banglore,delhi,170,0,no info,4441,21,5,1,4,2019
Jet Airways,delhi,cochin,1165,1,in-flight meal not included,12898,9,0,27,5,2019
Jet Airways,kolkata,banglore,1285,1,in-flight meal not included,7064,18,55,1,4,2019
Jet Airways,kolkata,banglore,740,1,in-flight meal not included,10844,8,25,9,6,2019
Spicejet,kolkata,banglore,145,0,no info,4174,9,0,9,6,2019
Jet Airways,kolkata,banglore,1695,1,in-flight meal not included,8529,16,30,12,6,2019
Indigo,banglore,delhi,170,0,no info,3625,22,10,21,5,2019
Indigo,banglore,delhi,175,0,no info,3419,0,30,21,5,2019
Indigo,chennai,kolkata,145,0,no info,3850,5,15,24,5,2019
Air India,kolkata,banglore,1255,2,no info,12802,16,50,24,5,2019
Spicejet,delhi,cochin,360,1,no info,9748,15,55,6,3,2019
Indigo,delhi,cochin,500,1,no info,6104,17,10,3,6,2019
Indigo,banglore,delhi,180,0,no info,3943,21,15,21,6,2019
Indigo,delhi,cochin,560,1,no info,7514,6,50,3,6,2019
Jet Airways,banglore,new delhi,160,0,no info,18308,19,55,6,3,2019
Air India,mumbai,hyderabad,255,2,no info,17327,21,10,6,3,2019
Air India,delhi,cochin,1115,2,no info,8892,13,5,27,3,2019
Multiple Carriers,delhi,cochin,520,1,no info,9794,10,20,27,5,2019
Indigo,banglore,delhi,175,0,no info,4423,0,30,1,4,2019
Jet Airways,kolkata,banglore,1485,1,in-flight meal not included,10844,20,0,24,5,2019
Jet Airways,delhi,cochin,1485,1,no info,15554,18,15,9,5,2019
Vistara,chennai,kolkata,140,0,no info,11982,17,45,1,5,2019
Indigo,mumbai,hyderabad,90,0,no info,4049,6,25,3,6,2019
Indigo,kolkata,banglore,155,0,no info,5618,14,20,24,3,2019
Air India,delhi,cochin,1380,2,no info,13591,20,15,27,6,2019
Multiple Carriers,delhi,cochin,930,1,no info,9508,10,0,27,5,2019
Spicejet,chennai,kolkata,135,0,no check-in baggage included,3543,9,45,18,6,2019
Jet Airways,banglore,delhi,185,0,no info,7229,18,55,18,4,2019
Vistara,banglore,delhi,170,0,no info,4668,11,30,18,6,2019
Jet Airways,kolkata,banglore,1200,1,no info,14388,14,5,21,5,2019
Jet Airways,kolkata,banglore,1025,1,in-flight meal not included,10844,18,55,15,5,2019
Air India,delhi,cochin,765,1,no info,7690,20,40,9,6,2019
Jet Airways,kolkata,banglore,1450,1,no info,13067,9,35,21,5,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,1965,5,45,3,4,2019
Jet Airways,delhi,cochin,1610,1,no info,16289,16,0,9,3,2019
Air India,kolkata,banglore,745,1,no info,10203,20,30,12,5,2019
Jet Airways,kolkata,banglore,570,1,no info,15149,14,5,6,5,2019
Vistara,kolkata,banglore,385,1,no info,9345,17,0,21,5,2019
Spicejet,mumbai,hyderabad,90,0,no info,2017,5,45,18,5,2019
Vistara,kolkata,banglore,975,1,no info,9345,7,10,15,5,2019
Air India,kolkata,banglore,1485,1,no info,6528,14,35,6,5,2019
Multiple Carriers,delhi,cochin,380,1,no info,15603,7,0,3,3,2019
Spicejet,delhi,cochin,315,1,no info,5583,6,5,27,6,2019
Jet Airways,delhi,cochin,1620,1,in-flight meal not included,10577,16,0,9,6,2019
Air India,delhi,cochin,1180,2,no info,10651,12,0,15,5,2019
Jet Airways,kolkata,banglore,875,1,in-flight meal not included,7594,14,5,12,6,2019
Air Asia,kolkata,banglore,220,1,no info,6857,6,50,1,5,2019
Indigo,banglore,delhi,170,0,no info,4423,13,0,27,4,2019
Jet Airways,delhi,cochin,425,2,in-flight meal not included,13344,5,30,12,6,2019
Spicejet,banglore,delhi,175,0,no info,3971,21,10,27,4,2019
Jet Airways,delhi,cochin,600,1,no info,18371,9,0,24,6,2019
Jet Airways,delhi,cochin,1995,2,in-flight meal not included,6643,19,10,27,3,2019
Multiple Carriers,delhi,cochin,465,1,no info,15077,11,30,6,3,2019
Air India,banglore,delhi,165,0,no info,6121,10,0,1,5,2019
Spicejet,mumbai,hyderabad,80,0,no info,5755,13,10,3,3,2019
Air India,delhi,cochin,765,1,no info,4487,20,40,9,4,2019
Spicejet,delhi,cochin,270,1,no check-in baggage included,5158,8,45,21,5,2019
Jet Airways,kolkata,banglore,520,1,in-flight meal not included,8586,20,0,1,5,2019
Air India,mumbai,hyderabad,80,0,no info,3100,6,20,1,6,2019
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,3210,2,55,9,5,2019
Jet Airways,delhi,cochin,1040,1,in-flight meal not included,12373,19,15,9,5,2019
Multiple Carriers,delhi,cochin,730,1,no info,15135,6,40,3,3,2019
Jet Airways,delhi,cochin,810,2,no info,13292,5,30,27,6,2019
Spicejet,mumbai,hyderabad,90,0,no info,2017,13,15,6,6,2019
Vistara,mumbai,hyderabad,1500,1,no info,12395,21,55,6,3,2019
Spicejet,chennai,kolkata,135,0,no check-in baggage included,3543,9,45,21,6,2019
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,2228,19,35,6,5,2019
Air Asia,delhi,cochin,830,1,no info,11410,16,45,3,6,2019
Goair,kolkata,banglore,155,0,no info,3514,15,20,24,6,2019
Jet Airways,kolkata,banglore,690,1,in-flight meal not included,13469,9,35,6,6,2019
Indigo,banglore,delhi,180,0,no info,3943,21,15,9,4,2019
Vistara,banglore,new delhi,175,0,no info,7608,21,10,3,3,2019
Air India,banglore,delhi,165,0,no info,6961,10,0,27,5,2019
Multiple Carriers,delhi,cochin,585,1,no info,12042,9,15,1,6,2019
Jet Airways,banglore,new delhi,400,1,business class,62427,5,45,1,3,2019
Air India,banglore,new delhi,655,2,no info,9586,10,30,9,3,2019
Spicejet,chennai,kolkata,135,0,no check-in baggage included,3543,8,20,1,6,2019
Jet Airways,delhi,cochin,1630,2,no info,13882,9,25,9,6,2019
Jet Airways,kolkata,banglore,435,1,no info,8781,10,20,24,5,2019
Air Asia,kolkata,banglore,500,2,no info,5192,15,10,12,6,2019
Indigo,delhi,cochin,940,1,no info,6442,6,40,27,3,2019
Jet Airways,delhi,cochin,825,1,no info,15554,22,50,6,5,2019
Jet Airways,kolkata,banglore,1285,1,in-flight meal not included,10844,18,55,21,5,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,12,0,3,4,2019
Multiple Carriers,delhi,cochin,420,1,no info,14067,14,0,21,5,2019
Goair,delhi,cochin,370,1,no info,5140,7,25,27,4,2019
Indigo,delhi,cochin,895,1,no info,8330,10,35,9,5,2019
Jet Airways,mumbai,hyderabad,90,0,no info,5678,19,35,3,3,2019
Jet Airways,banglore,new delhi,1170,1,in-flight meal not included,11087,22,55,12,3,2019
Goair,banglore,new delhi,175,0,no info,18558,20,55,1,3,2019
Indigo,mumbai,hyderabad,90,0,no info,16000,2,30,1,3,2019
Spicejet,banglore,delhi,175,0,no check-in baggage included,3573,21,10,6,5,2019
Multiple Carriers,delhi,cochin,760,1,no info,7670,12,50,15,5,2019
Vistara,banglore,delhi,155,0,no info,4878,17,0,15,5,2019
Jet Airways,delhi,cochin,1295,2,in-flight meal not included,11507,21,25,27,6,2019
Air Asia,delhi,cochin,330,1,no info,8759,7,55,6,6,2019
Jet Airways,delhi,cochin,1530,1,in-flight meal not included,10262,17,30,12,6,2019
Air India,delhi,cochin,1580,2,no info,10975,7,5,21,5,2019
Jet Airways,delhi,cochin,550,1,in-flight meal not included,10262,19,15,6,6,2019
Multiple Carriers,delhi,cochin,490,1,in-flight meal not included,6007,12,50,27,6,2019
Indigo,chennai,kolkata,145,0,no info,3858,11,35,21,3,2019
Indigo,delhi,cochin,490,1,no info,6412,14,20,27,6,2019
Air India,kolkata,banglore,150,0,no info,6245,14,15,21,4,2019
Air India,delhi,cochin,1410,2,no info,9968,19,45,9,6,2019
Multiple Carriers,delhi,cochin,640,1,in-flight meal not included,18260,2,15,9,3,2019
Indigo,banglore,new delhi,175,0,no info,8855,18,25,3,3,2019
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,10844,8,25,24,5,2019
Spicejet,chennai,kolkata,135,0,no info,3597,8,20,27,5,2019
Jet Airways,kolkata,banglore,1685,1,no info,13067,17,0,6,5,2019
Jet Airways,banglore,new delhi,1070,1,no info,13817,16,55,12,3,2019
Air India,banglore,new delhi,990,1,no info,11602,6,45,12,3,2019
Jet Airways,kolkata,banglore,1545,1,no info,13941,16,30,9,5,2019
Jet Airways,kolkata,banglore,1365,1,no info,14151,20,25,15,5,2019
Indigo,banglore,delhi,170,0,no info,3943,4,0,15,5,2019
Jet Airways,kolkata,banglore,705,1,in-flight meal not included,10844,6,30,12,5,2019
Spicejet,mumbai,hyderabad,90,0,no info,2753,5,45,18,6,2019
Jet Airways,delhi,cochin,1005,1,no info,14714,2,15,12,6,2019
Multiple Carriers,delhi,cochin,545,1,no info,9646,7,5,18,5,2019
Jet Airways,delhi,cochin,330,1,no info,15554,7,5,9,5,2019
Air India,banglore,new delhi,435,2,no info,13261,10,30,18,3,2019
Jet Airways,banglore,new delhi,1045,1,in-flight meal not included,11087,11,40,18,3,2019
Jet Airways,delhi,cochin,810,2,in-flight meal not included,11507,5,30,15,6,2019
Multiple Carriers,delhi,cochin,390,1,no info,9424,19,0,9,5,2019
Goair,banglore,delhi,170,0,no info,4937,11,40,12,4,2019
Spicejet,banglore,delhi,175,0,no check-in baggage included,3257,21,10,6,6,2019
Indigo,banglore,delhi,170,0,no info,4823,8,30,6,5,2019
Indigo,chennai,kolkata,140,0,no info,5277,22,5,12,5,2019
Spicejet,kolkata,banglore,150,0,no info,3873,17,10,9,4,2019
Jet Airways,kolkata,banglore,730,1,in-flight meal not included,10844,16,30,24,5,2019
Multiple Carriers,delhi,cochin,510,1,no info,7198,17,0,27,5,2019
Air India,delhi,cochin,170,0,no info,6094,5,10,15,5,2019
Indigo,banglore,delhi,165,0,no info,3943,6,5,3,5,2019
Indigo,banglore,delhi,180,0,no info,3943,21,15,15,5,2019
Jet Airways,kolkata,banglore,960,1,no info,12681,20,0,1,4,2019
Vistara,banglore,delhi,155,0,no info,5613,17,0,15,4,2019
Spicejet,kolkata,banglore,145,0,no info,3873,9,0,24,5,2019
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,12898,13,0,27,5,2019
Jet Airways,delhi,cochin,1375,2,no info,15129,5,30,9,5,2019
Spicejet,chennai,kolkata,135,0,no info,3911,8,20,9,5,2019
Indigo,delhi,cochin,195,0,no info,6015,21,5,12,6,2019
Jet Airways,banglore,new delhi,365,1,no info,54826,16,55,1,3,2019
Indigo,delhi,cochin,305,1,no info,5073,20,30,27,3,2019
Indigo,chennai,kolkata,140,0,no info,4326,5,15,21,3,2019
Jet Airways,mumbai,hyderabad,90,0,no info,8040,10,20,3,6,2019
Jet Airways,banglore,delhi,165,0,no info,7229,6,0,3,4,2019
Indigo,banglore,delhi,170,0,no info,3943,13,0,15,6,2019
Air India,banglore,new delhi,685,3,no info,14195,12,0,6,3,2019
